student_id,hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category
S00516,5.0,29.9,64.4,67,51,Требует внимания
S00517,6.8,14.8,78.0,68,14,В зоне риска
S00518,7.9,26.3,77.3,91,16,В зоне риска
S00519,3.4,8.0,81.8,69,52,Требует внимания
S00520,1.3,21.7,63.2,67,73,Требует внимания
S00521,10.1,12.9,60.7,58,79,Успешный студент
S00522,4.0,26.0,57.0,78,72,Требует внимания
S00523,3.5,12.2,50.3,66,54,Требует внимания
S00524,3.1,7.1,76.7,40,30,В зоне риска
S00525,8.8,22.5,68.1,89,79,Успешный студент
S00526,9.1,9.0,50.3,49,59,Требует внимания
S00527,7.0,20.6,52.6,67,75,Успешный студент
S00528,1.0,13.1,63.6,64,40,В зоне риска
S00529,6.6,9.2,72.3,51,68,Требует внимания
S00530,5.9,23.7,65.3,83,67,Требует внимания
S00531,7.0,29.5,50.3,73,48,В зоне риска
S00532,1.0,13.8,54.9,80,58,Требует внимания
S00533,8.7,23.0,51.2,95,33,В зоне риска
S00534,10.2,10.0,66.3,66,80,Успешный студент
S00535,10.1,24.1,76.6,85,18,В зоне риска
S00536,3.8,14.9,93.2,63,48,В зоне риска
S00537,8.6,12.0,83.7,95,59,Требует внимания
S00538,11.7,25.0,91.8,55,44,В зоне риска
S00539,5.9,28.6,62.0,74,74,Требует внимания
S00540,1.1,22.0,95.3,70,56,Требует внимания
S00541,5.9,13.4,50.9,58,39,В зоне риска
S00542,7.3,31.9,67.4,95,70,Требует внимания
S00543,2.4,23.4,82.4,56,81,Успешный студент
S00544,6.8,13.3,65.1,75,75,Успешный студент
S00545,6.0,22.9,50.3,95,58,Требует внимания
S00546,7.0,30.4,70.6,52,61,Требует внимания
S00547,6.2,15.6,54.6,56,47,В зоне риска
S00548,8.5,28.4,79.8,86,49,В зоне риска
S00549,10.5,24.0,70.1,55,61,Требует внимания
S00550,5.3,7.8,67.4,95,63,Требует внимания
S00551,1.0,25.3,66.7,85,68,Требует внимания
S00552,6.2,17.8,85.2,89,75,Успешный студент
S00553,4.9,19.0,60.9,95,74,Требует внимания
S00554,5.0,28.8,82.5,58,36,В зоне риска
S00555,3.9,25.4,80.2,62,61,Требует внимания
S00556,11.4,8.6,97.0,51,67,Требует внимания
S00557,8.0,32.9,74.6,56,76,Успешный студент
S00558,7.5,22.9,65.3,95,51,Требует внимания
S00559,1.5,18.7,54.9,67,19,В зоне риска
S00560,10.2,28.3,56.1,61,62,Требует внимания
S00561,1.8,9.4,53.0,51,48,В зоне риска
S00562,2.1,21.4,54.6,95,80,Успешный студент
S00563,4.1,10.9,50.3,87,55,Требует внимания
S00564,9.6,30.7,75.2,95,74,Требует внимания
S00565,1.8,9.8,90.0,81,38,В зоне риска
S00566,4.4,26.6,50.3,70,43,В зоне риска
S00567,1.1,20.5,88.3,70,71,Требует внимания
S00568,2.8,8.3,67.6,57,44,В зоне риска
S00569,8.1,13.6,84.5,91,40,В зоне риска
S00570,1.0,10.1,69.0,75,47,В зоне риска
S00571,8.7,8.3,92.0,80,48,В зоне риска
S00572,8.6,21.6,81.1,95,27,В зоне риска
S00573,1.8,6.3,69.2,88,55,Требует внимания
S00574,6.6,31.9,50.3,85,55,Требует внимания
S00575,7.8,12.8,76.6,95,52,Требует внимания
S00576,6.5,9.1,94.8,55,37,В зоне риска
S00577,5.6,32.7,61.0,74,40,В зоне риска
S00578,4.6,20.6,88.8,58,53,Требует внимания
S00579,4.5,22.7,57.3,74,58,Требует внимания
S00580,2.4,21.3,78.1,70,34,В зоне риска
S00581,7.2,23.2,50.3,95,75,Успешный студент
S00582,8.4,20.7,50.3,81,75,Успешный студент
S00583,8.3,19.4,74.3,68,31,В зоне риска
S00584,2.5,21.2,53.8,74,65,Требует внимания
S00585,3.9,13.6,52.6,95,82,Успешный студент
S00586,2.2,20.1,67.8,86,68,Требует внимания
S00587,1.9,22.1,50.9,95,47,В зоне риска
S00588,3.3,8.1,62.8,95,20,В зоне риска
S00589,9.2,28.2,72.9,86,55,Требует внимания
S00590,1.1,25.7,50.3,95,61,Требует внимания
S00591,2.5,19.1,68.8,95,46,В зоне риска
S00592,5.2,20.7,79.3,86,68,Требует внимания
S00593,8.7,18.5,74.2,74,67,Требует внимания
S00594,8.8,22.8,50.3,53,24,В зоне риска
S00595,6.6,28.0,54.7,90,64,Требует внимания
S00596,12.0,30.0,67.3,59,76,Успешный студент
S00597,2.1,24.3,50.3,75,29,В зоне риска
S00598,1.0,14.9,69.7,54,62,Требует внимания
S00599,8.5,19.9,56.9,90,12,В зоне риска
S00600,6.8,17.9,88.9,66,12,В зоне риска
S00601,3.3,24.5,54.3,85,49,В зоне риска
S00602,1.6,22.6,81.8,95,34,В зоне риска
S00603,3.7,18.0,81.1,56,59,Требует внимания
S00604,7.5,12.8,69.1,83,58,Требует внимания
S00605,5.7,18.3,61.2,64,80,Успешный студент
S00606,9.7,18.6,81.1,87,61,Требует внимания
S00607,9.8,27.8,54.8,60,61,Требует внимания
S00608,12.0,24.8,91.6,53,65,Требует внимания
S00609,3.0,19.2,77.0,51,61,Требует внимания
S00610,8.4,25.9,69.7,54,58,Требует внимания
S00611,1.6,32.6,80.7,68,76,Успешный студент
S00612,9.3,29.9,70.6,92,86,Успешный студент
S00613,1.5,26.8,86.0,53,40,В зоне риска
S00614,4.3,9.0,87.6,55,38,В зоне риска
S00615,4.5,24.6,57.2,67,14,В зоне риска
S00616,3.3,13.8,63.5,79,12,В зоне риска
S00617,9.2,31.6,96.9,73,74,Требует внимания
S00618,7.0,21.6,85.9,46,76,Успешный студент
S00619,10.4,19.8,50.4,59,72,Требует внимания
S00620,1.0,3.8,58.1,92,56,Требует внимания
S00621,9.1,16.5,92.1,65,55,Требует внимания
S00622,2.7,26.7,52.9,66,32,В зоне риска
S00623,5.1,27.0,88.4,84,61,Требует внимания
S00624,9.4,25.7,70.7,90,74,Требует внимания
S00625,2.3,17.0,100.0,59,65,Требует внимания
S00626,7.6,31.9,63.3,82,57,Требует внимания
S00627,6.2,19.8,79.1,92,47,В зоне риска
S00628,3.4,18.9,56.9,95,77,Успешный студент
S00629,4.3,9.5,75.5,95,12,В зоне риска
S00630,3.2,23.9,58.8,90,37,В зоне риска
S00631,2.2,27.8,63.3,77,62,Требует внимания
S00632,2.4,10.2,62.8,65,66,Требует внимания
S00633,2.6,22.7,52.0,53,39,В зоне риска
S00634,9.0,19.1,81.5,88,76,Успешный студент
S00635,9.1,15.6,65.6,62,75,Успешный студент
S00636,2.9,18.0,80.5,95,42,В зоне риска
S00637,8.7,15.4,62.6,44,20,В зоне риска
S00638,4.6,13.4,85.6,52,56,Требует внимания
S00639,1.0,26.3,83.7,72,43,В зоне риска
S00640,10.8,22.4,89.5,85,73,Требует внимания
S00641,2.3,16.1,71.9,72,58,Требует внимания
S00642,2.5,17.7,76.5,55,22,В зоне риска
S00643,5.9,16.2,61.0,66,91,Успешный студент
S00644,3.5,29.5,73.5,56,74,Требует внимания
S00645,6.8,26.4,89.1,79,79,Успешный студент
S00646,7.8,15.3,68.6,70,69,Требует внимания
S00647,1.8,26.9,74.5,72,38,В зоне риска
S00648,7.3,22.2,54.7,78,61,Требует внимания
S00649,3.6,25.1,70.7,49,26,В зоне риска
S00650,9.6,31.2,74.6,66,82,Успешный студент
S00651,10.6,20.1,64.6,59,36,В зоне риска
S00652,8.6,27.3,50.3,95,49,В зоне риска
S00653,6.7,5.8,100.0,63,71,Требует внимания
S00654,3.1,22.2,57.1,95,50,Требует внимания
S00655,9.3,25.4,55.6,88,84,Успешный студент
S00656,1.8,20.0,80.9,95,39,В зоне риска
S00657,1.8,13.9,76.2,76,39,В зоне риска
S00658,7.0,15.3,78.7,63,59,Требует внимания
S00659,1.5,2.3,68.4,95,31,В зоне риска
S00660,6.9,20.7,70.3,83,54,Требует внимания
S00661,6.1,12.5,57.6,94,44,В зоне риска
S00662,1.0,34.2,56.1,75,48,В зоне риска
S00663,9.6,17.6,50.3,82,75,Успешный студент
S00664,9.7,11.5,65.3,95,46,В зоне риска
S00665,6.3,31.7,94.9,95,72,Требует внимания
S00666,2.1,25.2,82.0,76,59,Требует внимания
S00667,9.8,16.4,60.8,93,62,Требует внимания
S00668,6.0,15.3,53.4,82,75,Успешный студент
S00669,6.4,18.5,50.3,91,19,В зоне риска
S00670,9.5,21.0,76.3,46,12,В зоне риска
S00671,2.5,14.6,53.4,78,74,Требует внимания
S00672,6.4,21.1,90.6,71,78,Успешный студент
S00673,4.1,12.5,57.9,72,64,Требует внимания
S00674,1.6,16.7,97.2,77,42,В зоне риска
S00675,1.1,11.5,53.6,65,12,В зоне риска
S00676,3.9,27.1,86.9,95,52,Требует внимания
S00677,4.2,23.1,64.6,56,79,Успешный студент
S00678,4.6,22.7,77.5,48,55,Требует внимания
S00679,7.6,11.4,60.1,92,73,Требует внимания
S00680,1.0,13.1,72.2,82,60,Требует внимания
S00681,2.0,27.5,91.6,52,90,Успешный студент
S00682,4.4,14.4,98.3,63,36,В зоне риска
S00683,3.9,7.3,60.2,78,77,Успешный студент
S00684,9.0,21.3,92.7,95,66,Требует внимания
S00685,11.7,16.8,80.9,64,49,В зоне риска
S00686,12.0,14.0,66.0,91,63,Требует внимания
S00687,3.7,24.6,87.7,59,52,Требует внимания
S00688,8.8,22.1,67.0,65,62,Требует внимания
S00689,5.6,10.6,88.5,61,26,В зоне риска
S00690,10.4,10.7,78.9,72,32,В зоне риска
S00691,2.7,16.2,59.0,80,20,В зоне риска
S00692,8.1,12.9,57.6,92,76,Успешный студент
S00693,12.0,26.4,50.5,71,65,Требует внимания
S00694,7.5,12.6,81.0,86,59,Требует внимания
S00695,7.8,12.0,62.8,66,57,Требует внимания
S00696,2.1,9.3,75.3,67,54,Требует внимания
S00697,1.0,27.9,82.0,56,55,Требует внимания
S00698,7.6,23.2,76.3,79,65,Требует внимания
S00699,1.0,20.3,57.7,95,38,В зоне риска
S00700,5.8,23.0,67.5,56,24,В зоне риска
S00701,4.5,21.5,50.3,57,68,Требует внимания
S00702,10.4,2.9,73.9,79,20,В зоне риска
S00703,4.6,25.0,81.4,57,21,В зоне риска
S00704,5.0,23.9,77.7,68,17,В зоне риска
S00705,2.2,22.2,67.5,64,67,Требует внимания
S00706,10.6,30.2,98.9,88,75,Успешный студент
S00707,3.7,24.4,62.0,95,48,В зоне риска
S00708,7.3,13.3,99.1,79,60,Требует внимания
S00709,11.6,32.9,61.8,62,86,Успешный студент
S00710,3.8,22.6,59.6,91,59,Требует внимания
S00711,2.2,15.7,95.0,95,55,Требует внимания
S00712,1.8,12.8,92.7,82,48,В зоне риска
S00713,5.0,27.7,59.1,66,53,Требует внимания
S00714,6.7,6.9,86.8,59,12,В зоне риска
S00715,8.1,20.6,79.0,78,57,Требует внимания
S00716,5.4,27.6,81.4,84,65,Требует внимания
S00717,4.6,8.5,80.4,62,23,В зоне риска
S00718,12.0,22.5,53.1,53,20,В зоне риска
S00719,1.0,7.4,95.8,68,12,В зоне риска
S00720,9.6,13.6,65.4,74,49,В зоне риска
S00721,4.9,11.7,62.7,47,68,Требует внимания
S00722,1.0,23.2,57.0,87,79,Успешный студент
S00723,4.3,30.6,73.5,50,53,Требует внимания
S00724,9.2,16.9,61.0,85,43,В зоне риска
S00725,5.3,31.8,77.8,66,58,Требует внимания
S00726,2.5,17.0,89.6,46,47,В зоне риска
S00727,5.5,9.4,61.4,65,56,Требует внимания
S00728,3.7,23.5,100.0,81,94,Успешный студент
S00729,10.1,9.4,50.3,61,33,В зоне риска
S00730,1.0,20.7,60.6,95,58,Требует внимания
S00731,3.8,24.5,100.0,40,76,Успешный студент
S00732,7.0,10.1,56.3,53,69,Требует внимания
S00733,3.1,15.7,50.3,95,20,В зоне риска
S00734,2.0,18.1,50.3,76,21,В зоне риска
S00735,4.4,11.0,56.2,47,30,В зоне риска
S00736,6.8,15.7,57.4,67,70,Требует внимания
S00737,7.3,18.6,67.4,43,22,В зоне риска
S00738,8.0,27.7,78.7,95,73,Требует внимания
S00739,2.1,24.5,50.3,88,45,В зоне риска
S00740,5.7,26.0,73.6,81,65,Требует внимания
S00741,3.8,24.9,67.7,95,40,В зоне риска
S00742,11.7,25.3,58.8,72,65,Требует внимания
S00743,4.6,6.7,82.3,46,28,В зоне риска
S00744,4.6,6.2,97.5,95,51,Требует внимания
S00745,2.0,25.5,96.6,91,42,В зоне риска
S00746,8.5,27.6,50.3,49,32,В зоне риска
S00747,3.7,24.2,93.9,80,73,Требует внимания
S00748,4.1,27.6,58.1,51,40,В зоне риска
S00749,2.1,14.3,87.3,95,49,В зоне риска
S00750,2.4,19.1,81.1,67,12,В зоне риска
S00751,2.6,20.0,69.1,62,37,В зоне риска
S00752,7.5,9.1,61.3,95,69,Требует внимания
S00753,8.3,22.9,90.9,92,67,Требует внимания
S00754,1.0,16.4,94.3,95,62,Требует внимания
S00755,10.6,31.3,50.3,90,60,Требует внимания
S00756,5.4,22.8,65.8,95,58,Требует внимания
S00757,12.0,29.2,74.4,73,41,В зоне риска
S00758,6.8,23.5,61.2,51,45,В зоне риска
S00759,11.5,16.0,82.5,55,45,В зоне риска
S00760,10.5,12.3,92.7,80,63,Требует внимания
S00761,7.5,15.7,71.1,58,51,Требует внимания
S00762,1.5,11.0,59.5,95,33,В зоне риска
S00763,9.0,10.0,60.0,89,65,Требует внимания
S00764,1.3,27.0,55.9,93,33,В зоне риска
S00765,3.3,26.2,59.6,77,64,Требует внимания
S00766,2.0,18.8,63.1,63,59,Требует внимания
S00767,8.6,21.5,56.3,95,53,Требует внимания
S00768,5.6,21.8,68.1,69,48,В зоне риска
S00769,3.1,27.7,68.9,49,23,В зоне риска
S00770,5.0,27.3,50.3,92,43,В зоне риска
S00771,6.1,8.2,54.2,63,63,Требует внимания
S00772,11.2,25.1,94.4,78,63,Требует внимания
S00773,8.0,28.2,79.0,55,54,Требует внимания
S00774,7.6,19.5,74.9,83,41,В зоне риска
S00775,5.1,12.3,67.9,76,83,Успешный студент
S00776,2.0,21.1,50.3,46,64,Требует внимания
S00777,5.8,29.1,69.9,90,74,Требует внимания
S00778,3.1,7.6,79.2,45,62,Требует внимания
S00779,7.9,20.3,89.7,74,55,Требует внимания
S00780,4.2,26.5,67.5,72,58,Требует внимания
S00781,7.8,24.4,62.5,66,68,Требует внимания
S00782,4.6,10.8,54.5,88,64,Требует внимания
S00783,6.0,25.7,56.2,82,51,Требует внимания
S00784,1.0,27.6,50.3,95,84,Успешный студент
S00785,3.0,21.5,58.1,95,39,В зоне риска
S00786,3.5,19.5,60.6,63,53,Требует внимания
S00787,9.0,26.0,55.7,54,76,Успешный студент
S00788,6.8,15.4,83.0,92,46,В зоне риска
S00789,9.1,24.2,58.7,70,54,Требует внимания
S00790,4.1,23.8,59.5,52,37,В зоне риска
S00791,1.4,9.9,69.6,88,68,Требует внимания
S00792,8.3,10.6,64.9,57,64,Требует внимания
S00793,5.9,32.5,82.7,72,41,В зоне риска
S00794,9.3,11.4,55.2,93,80,Успешный студент
S00795,3.3,31.0,71.5,68,71,Требует внимания
S00796,1.0,25.9,93.7,94,49,В зоне риска
S00797,5.5,8.2,66.6,78,57,Требует внимания
S00798,4.1,11.2,64.9,40,40,В зоне риска
