hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category,risk_level
4.7,13.8,83.0,61,38,В зоне риска,0
1.0,18.0,59.4,54,27,В зоне риска,0
2.9,5.7,77.0,65,12,В зоне риска,0
1.3,17.0,64.0,85,56,Требует внимания,1
7.6,16.8,50.3,72,53,Требует внимания,1
3.3,7.6,57.6,78,24,В зоне риска,0
4.4,10.8,76.5,95,58,Требует внимания,1
7.0,28.1,50.3,41,41,В зоне риска,0
8.6,18.3,81.4,65,37,В зоне риска,0
3.4,15.4,79.8,78,71,Требует внимания,1
1.0,14.3,76.3,95,61,Требует внимания,1
5.5,8.9,69.8,53,50,Требует внимания,1
3.7,26.5,85.8,55,46,В зоне риска,0
4.1,20.8,89.3,57,27,В зоне риска,0
10.1,9.5,58.7,95,88,Успешный студент,2
3.5,28.1,100.0,74,66,Требует внимания,1
3.1,8.2,69.8,59,71,Требует внимания,1
12.0,25.7,52.0,95,72,Требует внимания,1
8.7,20.2,100.0,73,19,В зоне риска,0
4.3,19.7,73.7,57,13,В зоне риска,0
3.5,23.7,80.8,59,37,В зоне риска,0
8.8,8.0,60.1,95,58,Требует внимания,1
8.2,28.7,58.3,64,58,Требует внимания,1
5.1,13.1,73.0,80,43,В зоне риска,0
1.0,15.9,69.9,60,54,Требует внимания,1
4.6,9.0,60.9,57,58,Требует внимания,1
9.2,19.3,66.7,95,43,В зоне риска,0
3.8,26.0,70.7,91,38,В зоне риска,0
8.1,24.8,60.2,95,93,Успешный студент,2
2.4,33.2,51.9,51,15,В зоне риска,0
1.8,22.3,73.7,70,43,В зоне риска,0
1.0,28.2,89.4,95,12,В зоне риска,0
1.0,9.1,96.4,95,70,Требует внимания,1
4.6,15.8,88.2,52,26,В зоне риска,0
9.2,28.6,50.3,68,63,Требует внимания,1
10.4,27.8,70.1,89,89,Успешный студент,2
6.4,6.8,87.4,47,54,Требует внимания,1
2.0,20.8,79.2,80,48,В зоне риска,0
2.8,13.4,90.5,74,58,Требует внимания,1
6.6,27.4,84.4,95,71,Требует внимания,1
8.5,22.0,78.8,53,63,Требует внимания,1
4.4,7.5,50.3,95,63,Требует внимания,1
1.7,18.5,93.1,78,54,Требует внимания,1
8.1,23.3,59.6,65,67,Требует внимания,1
6.1,23.3,88.7,51,68,Требует внимания,1
3.4,9.7,72.8,63,46,В зоне риска,0
5.7,18.8,94.2,81,55,Требует внимания,1
3.6,14.2,50.3,92,55,Требует внимания,1
10.8,23.1,85.0,47,75,Успешный студент,2
2.5,19.5,56.3,73,48,В зоне риска,0
3.5,13.8,95.9,48,86,Успешный студент,2
8.3,12.7,85.0,75,67,Требует внимания,1
3.3,8.1,62.8,95,20,В зоне риска,0
1.0,12.4,76.4,45,63,Требует внимания,1
7.4,20.7,69.2,77,67,Требует внимания,1
9.6,25.7,89.0,66,39,В зоне риска,0
5.8,24.9,57.4,58,58,Требует внимания,1
6.8,15.8,50.3,73,21,В зоне риска,0
7.3,17.1,61.3,94,39,В зоне риска,0
4.3,17.7,75.9,54,35,В зоне риска,0
4.8,24.4,80.0,66,29,В зоне риска,0
2.2,21.0,63.7,66,75,Успешный студент,2
8.1,9.8,82.0,92,53,Требует внимания,1
7.4,17.3,70.8,78,53,Требует внимания,1
5.0,14.6,100.0,57,14,В зоне риска,0
4.6,20.6,84.8,42,56,Требует внимания,1
1.9,13.7,70.8,95,51,Требует внимания,1
5.4,21.3,71.7,88,49,В зоне риска,0
8.3,28.8,57.6,64,12,В зоне риска,0
2.3,11.2,90.3,78,55,Требует внимания,1
1.6,11.9,82.9,63,92,Успешный студент,2
1.0,9.8,68.3,55,51,Требует внимания,1
7.0,14.5,88.4,95,53,Требует внимания,1
10.7,15.7,71.5,68,50,Требует внимания,1
8.9,22.8,69.9,43,85,Успешный студент,2
7.6,29.6,50.3,49,57,Требует внимания,1
3.3,9.2,50.3,95,48,В зоне риска,0
5.1,30.5,65.5,76,74,Требует внимания,1
9.8,19.8,58.9,95,64,Требует внимания,1
10.4,5.5,50.3,52,66,Требует внимания,1
2.3,19.6,94.9,60,48,В зоне риска,0
3.6,17.1,92.0,83,31,В зоне риска,0
7.1,24.0,64.9,95,73,Требует внимания,1
6.9,25.0,61.2,70,67,Требует внимания,1
9.2,31.6,96.9,73,74,Требует внимания,1
2.2,30.0,56.5,56,36,В зоне риска,0
8.6,12.3,56.5,76,45,В зоне риска,0
1.3,31.2,79.5,87,53,Требует внимания,1
3.3,8.3,85.4,95,23,В зоне риска,0
9.1,16.8,50.3,95,41,В зоне риска,0
2.6,20.6,59.5,64,79,Успешный студент,2
4.9,14.7,76.1,58,64,Требует внимания,1
3.1,13.2,73.2,91,81,Успешный студент,2
3.2,16.2,75.3,67,80,Успешный студент,2
1.0,24.2,56.5,60,41,В зоне риска,0
2.1,15.8,52.1,52,48,В зоне риска,0
5.6,27.3,72.8,42,52,Требует внимания,1
1.0,19.1,50.3,86,21,В зоне риска,0
1.0,9.2,50.3,87,30,В зоне риска,0
8.3,13.9,54.1,71,62,Требует внимания,1
10.4,11.6,50.3,79,42,В зоне риска,0
6.7,11.9,83.1,46,58,Требует внимания,1
10.5,15.6,53.5,68,74,Требует внимания,1
5.0,25.7,57.8,64,52,Требует внимания,1
1.3,10.0,58.2,95,51,Требует внимания,1
10.5,34.3,66.0,95,77,Успешный студент,2
4.7,18.6,68.6,55,83,Успешный студент,2
7.5,4.5,57.0,61,51,Требует внимания,1
1.9,12.8,80.8,76,41,В зоне риска,0
9.4,9.9,87.2,86,41,В зоне риска,0
1.0,15.0,73.1,94,27,В зоне риска,0
7.3,31.1,83.5,74,70,Требует внимания,1
4.6,9.8,78.6,95,35,В зоне риска,0
3.0,24.9,58.8,95,41,В зоне риска,0
3.9,24.6,54.2,85,60,Требует внимания,1
7.9,21.0,84.4,50,87,Успешный студент,2
7.9,17.2,50.3,95,60,Требует внимания,1
7.2,9.5,81.9,95,29,В зоне риска,0
1.5,28.3,91.8,89,42,В зоне риска,0
7.2,9.0,78.4,95,26,В зоне риска,0
1.3,18.3,50.3,83,53,Требует внимания,1
10.5,16.5,59.0,63,12,В зоне риска,0
1.0,32.9,50.3,68,55,Требует внимания,1
3.6,25.9,69.6,66,50,Требует внимания,1
2.3,30.1,75.5,63,12,В зоне риска,0
11.3,11.8,60.2,92,33,В зоне риска,0
8.6,18.3,100.0,69,57,Требует внимания,1
9.4,24.7,77.8,67,68,Требует внимания,1
4.0,7.1,73.0,69,59,Требует внимания,1
12.0,11.4,56.7,66,72,Требует внимания,1
4.1,26.6,80.1,95,51,Требует внимания,1
2.7,25.2,71.1,68,60,Требует внимания,1
2.1,18.0,74.7,87,62,Требует внимания,1
4.0,12.3,62.6,87,35,В зоне риска,0
4.6,20.3,81.6,74,52,Требует внимания,1
4.5,11.6,54.5,93,55,Требует внимания,1
1.0,22.8,57.1,82,37,В зоне риска,0
1.8,18.9,55.4,68,47,В зоне риска,0
9.8,21.9,93.6,85,41,В зоне риска,0
2.1,8.2,57.7,73,49,В зоне риска,0
9.5,14.5,81.4,76,41,В зоне риска,0
6.4,23.3,69.3,89,44,В зоне риска,0
1.7,11.0,90.3,92,21,В зоне риска,0
2.5,9.1,67.4,89,19,В зоне риска,0
11.5,5.1,54.8,95,64,Требует внимания,1
3.1,23.0,83.3,63,53,Требует внимания,1
5.2,17.6,59.8,67,60,Требует внимания,1
5.5,13.0,81.8,95,39,В зоне риска,0
2.0,23.2,55.6,67,14,В зоне риска,0
1.0,31.9,54.2,92,49,В зоне риска,0
8.4,10.5,82.4,54,20,В зоне риска,0
8.0,30.5,68.0,72,46,В зоне риска,0
2.4,29.7,75.2,80,55,Требует внимания,1
8.5,16.1,59.0,88,66,Требует внимания,1
2.4,23.2,90.9,40,17,В зоне риска,0
6.4,17.9,62.8,40,54,Требует внимания,1
7.3,12.9,51.0,56,47,В зоне риска,0
8.0,15.8,50.3,66,55,Требует внимания,1
6.7,21.6,50.3,67,32,В зоне риска,0
2.2,17.0,60.8,61,66,Требует внимания,1
9.9,20.5,51.6,78,12,В зоне риска,0
8.7,17.0,81.5,84,69,Требует внимания,1
4.2,27.7,97.5,52,43,В зоне риска,0
2.9,24.7,62.1,78,54,Требует внимания,1
7.3,32.0,69.8,84,69,Требует внимания,1
9.8,11.4,75.4,91,66,Требует внимания,1
6.0,13.7,69.7,57,79,Успешный студент,2
4.9,21.2,61.5,81,25,В зоне риска,0
2.7,26.6,50.3,51,56,Требует внимания,1
9.2,17.9,50.3,95,87,Успешный студент,2
7.8,29.0,58.1,50,58,Требует внимания,1
6.4,23.1,86.4,94,80,Успешный студент,2
8.5,10.8,74.8,95,49,В зоне риска,0
4.0,13.4,68.7,95,67,Требует внимания,1
1.7,27.6,75.7,63,65,Требует внимания,1
9.3,22.5,92.2,71,41,В зоне риска,0
2.3,5.4,91.1,58,67,Требует внимания,1
3.7,19.0,88.3,60,61,Требует внимания,1
3.4,24.6,52.5,43,76,Успешный студент,2
4.2,16.9,98.8,90,73,Требует внимания,1
7.8,19.8,92.6,77,67,Требует внимания,1
3.0,22.0,78.5,95,57,Требует внимания,1
2.3,12.0,58.3,69,38,В зоне риска,0
1.0,26.3,83.1,66,60,Требует внимания,1
1.0,20.0,94.7,66,64,Требует внимания,1
8.2,23.7,55.2,57,91,Успешный студент,2
2.6,26.9,96.9,95,18,В зоне риска,0
4.0,5.8,56.6,49,12,В зоне риска,0
9.0,26.9,60.2,82,63,Требует внимания,1
2.5,22.0,72.6,52,46,В зоне риска,0
10.1,28.7,53.2,56,60,Требует внимания,1
4.1,16.6,88.7,66,58,Требует внимания,1
4.5,23.9,78.9,82,73,Требует внимания,1
3.7,14.0,55.0,90,74,Требует внимания,1
8.9,9.6,61.8,95,62,Требует внимания,1
2.1,12.3,90.1,88,65,Требует внимания,1
3.4,31.9,54.9,64,52,Требует внимания,1
12.0,31.4,67.9,57,39,В зоне риска,0
8.2,31.6,50.3,95,85,Успешный студент,2
1.5,13.5,82.1,66,50,Требует внимания,1
1.7,6.5,89.3,86,26,В зоне риска,0
7.6,14.1,56.5,59,68,Требует внимания,1
5.1,12.0,87.4,92,34,В зоне риска,0
8.5,16.2,60.8,89,13,В зоне риска,0
4.0,10.1,69.3,91,51,Требует внимания,1
5.6,27.2,57.6,62,65,Требует внимания,1
2.6,11.3,58.8,88,19,В зоне риска,0
3.8,14.9,93.2,63,48,В зоне риска,0
4.3,16.2,58.3,95,80,Успешный студент,2
3.4,20.6,78.7,95,55,Требует внимания,1
1.0,19.7,84.5,95,51,Требует внимания,1
6.2,29.1,72.7,64,63,Требует внимания,1
2.1,14.3,87.3,95,49,В зоне риска,0
6.0,26.5,100.0,54,60,Требует внимания,1
2.6,7.4,50.9,92,14,В зоне риска,0
10.0,23.8,99.8,88,17,В зоне риска,0
6.7,11.2,92.6,88,37,В зоне риска,0
9.8,25.1,53.7,61,65,Требует внимания,1
1.7,17.3,50.3,95,42,В зоне риска,0
5.0,18.3,85.7,52,80,Успешный студент,2
3.8,11.9,68.8,95,67,Требует внимания,1
6.5,21.7,88.7,79,78,Успешный студент,2
2.1,18.5,50.3,95,38,В зоне риска,0
8.2,12.8,63.9,58,50,Требует внимания,1
9.5,22.4,84.3,45,65,Требует внимания,1
1.0,21.2,78.2,70,47,В зоне риска,0
6.3,5.5,85.5,78,61,Требует внимания,1
10.3,13.4,59.7,94,47,В зоне риска,0
6.9,14.5,54.4,95,56,Требует внимания,1
4.0,18.4,67.9,66,77,Успешный студент,2
5.5,14.1,83.7,49,43,В зоне риска,0
2.2,16.2,84.4,95,35,В зоне риска,0
2.4,13.5,61.7,61,68,Требует внимания,1
8.5,24.9,78.5,83,63,Требует внимания,1
3.0,21.1,53.0,59,50,Требует внимания,1
1.0,22.3,74.0,75,54,Требует внимания,1
1.0,22.0,90.3,77,45,В зоне риска,0
7.5,15.9,50.3,95,56,Требует внимания,1
4.7,16.6,63.0,95,70,Требует внимания,1
1.0,30.1,90.4,47,49,В зоне риска,0
9.7,13.4,82.2,88,65,Требует внимания,1
2.2,16.9,83.8,62,60,Требует внимания,1
5.8,16.1,68.0,62,79,Успешный студент,2
9.9,26.0,61.7,82,79,Успешный студент,2
7.4,20.2,72.9,41,44,В зоне риска,0
5.6,22.9,55.3,83,53,Требует внимания,1
9.3,11.1,50.9,74,32,В зоне риска,0
4.3,18.0,55.9,82,46,В зоне риска,0
5.8,15.4,96.5,74,54,Требует внимания,1
3.4,15.4,63.0,95,74,Требует внимания,1
3.5,13.3,73.5,82,65,Требует внимания,1
5.9,4.8,73.1,45,28,В зоне риска,0
2.7,26.5,50.3,67,37,В зоне риска,0
6.8,9.9,80.8,54,54,Требует внимания,1
8.7,21.8,63.3,79,66,Требует внимания,1
3.1,27.6,68.1,40,60,Требует внимания,1
6.1,4.8,58.5,88,32,В зоне риска,0
3.0,19.2,94.6,63,58,Требует внимания,1
1.6,25.0,77.8,52,75,Успешный студент,2
9.5,17.4,82.5,84,57,Требует внимания,1
1.1,33.1,59.9,95,59,Требует внимания,1
7.5,22.9,76.8,66,67,Требует внимания,1
7.1,23.5,100.0,60,12,В зоне риска,0
7.6,7.0,80.0,90,74,Требует внимания,1
6.6,25.9,60.9,89,41,В зоне риска,0
2.7,24.1,57.0,95,57,Требует внимания,1
5.2,20.7,79.3,86,68,Требует внимания,1
2.2,9.8,69.1,60,19,В зоне риска,0
1.0,6.1,63.0,91,20,В зоне риска,0
1.0,9.9,72.4,63,41,В зоне риска,0
8.6,12.8,94.5,95,46,В зоне риска,0
9.2,16.9,86.4,59,56,Требует внимания,1
10.1,27.8,85.2,95,45,В зоне риска,0
3.4,22.9,66.9,78,48,В зоне риска,0
5.7,16.2,79.6,95,40,В зоне риска,0
3.6,27.2,78.5,68,26,В зоне риска,0
4.3,23.1,69.1,76,45,В зоне риска,0
6.8,23.0,67.4,95,68,Требует внимания,1
11.3,16.3,63.0,87,85,Успешный студент,2
6.1,7.4,74.3,95,31,В зоне риска,0
2.7,11.4,73.8,70,55,Требует внимания,1
1.7,14.5,53.3,95,39,В зоне риска,0
4.0,14.7,100.0,54,77,Успешный студент,2
5.0,27.3,50.3,92,43,В зоне риска,0
6.8,19.2,57.9,73,33,В зоне риска,0
3.3,19.8,62.2,95,70,Требует внимания,1
4.8,28.4,60.7,88,65,Требует внимания,1
7.3,10.0,67.2,76,21,В зоне риска,0
2.4,21.9,58.7,89,62,Требует внимания,1
2.6,32.3,55.5,58,62,Требует внимания,1
11.4,12.9,94.2,79,37,В зоне риска,0
4.5,12.8,72.0,64,47,В зоне риска,0
6.0,17.7,66.0,85,54,Требует внимания,1
4.6,23.0,89.6,95,62,Требует внимания,1
2.8,12.4,65.9,72,50,Требует внимания,1
7.4,13.8,51.0,95,44,В зоне риска,0
2.0,11.0,56.3,55,14,В зоне риска,0
7.6,19.2,80.4,70,68,Требует внимания,1
10.2,14.5,64.8,45,56,Требует внимания,1
2.7,31.5,77.1,56,64,Требует внимания,1
1.3,22.9,95.4,95,46,В зоне риска,0
8.4,11.4,61.7,92,69,Требует внимания,1
2.5,19.4,92.9,95,39,В зоне риска,0
6.7,17.3,65.1,65,38,В зоне риска,0
8.7,16.0,88.4,70,55,Требует внимания,1
7.0,26.1,60.6,70,55,Требует внимания,1
1.4,30.4,83.8,95,47,В зоне риска,0
3.6,31.3,83.7,63,64,Требует внимания,1
1.4,21.4,63.3,59,79,Успешный студент,2
3.7,27.4,64.8,60,27,В зоне риска,0
1.2,19.3,92.8,48,71,Требует внимания,1
1.7,22.6,85.2,92,26,В зоне риска,0
12.0,31.8,67.9,95,64,Требует внимания,1
8.9,17.4,55.0,64,44,В зоне риска,0
11.9,20.9,93.6,48,71,Требует внимания,1
5.5,22.4,91.3,82,84,Успешный студент,2
